the_geom,ID,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,TELEPHONE,CONTACT,CONTACTEMA,TYPED,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
POINT (-73.99680315159688 40.72485737514753),841,Spa & Massage,Shobha Soho,http://www.myshobha.com,594 Broadway,Suite 403,New York,NY,10012,(212) 931-8363,Jennifer Pesce,marketing@myshobha.com,,yes,Manhattan,1,594,BROADWAY
POINT (-73.97594708221752 40.76410304430699),842,Spa & Massage,Sothys Spa,http://www.sothyspa.com,37 West 57th Street,,New York,NY,10019,(212) 888-0228,Trena Ross,spa@sothys-usa.com,,,Manhattan,1,37,WEST 57 STREET
POINT (-73.96851195006253 40.7613318062633),843,Spa & Massage,Phyto Universe,http://www.phytouniverse.com,715 Lexington Avenue,3rd Floor,New York,NY,10022,(212) 265-5391,Stacy Gulisano or Jenna Muller,sgulisano@alesgroup.com,,yes,Manhattan,1,715,LEXINGTON AVENUE
POINT (-73.98204095249605 40.74952955972184),844,Spa & Massage,Massage Massage,http://www.massagemassage.com,220 Madison Avenue,Suite 10H,Ne wYork,NY,10016,(212) 696-9069,Robin Segal,info@massagemassage.com,,,Manhattan,1,220,MADISON AVENUE
POINT (-73.98738005052034 40.68149683268561),845,Stock Footage & Photography,Silverman Stock Footage,http://www.silvermanstockfootage.com,210 Douglass Street,,Brooklyn,NY,11217,(718) 764-4411,Donald Silverman,donald@silvermanstockfootage.com,,,Brooklyn,3,210,DOUGLASS STREET
POINT (-73.97205643364232 40.7534772607528),847,Stock Footage & Photography,BBC Motion Gallery,http://www.bbcmotiongallery.com,747 3rd Avenue,,New York,NY,10017,(212) 705-9399,Ric Dispinseri,ric.dispinseri@bbc.com,,,Manhattan,1,747,3 AVENUE
POINT (-73.99112549503737 40.75996883386171),848,Stock Footage & Photography,Edgewise Media Inc.,http://www.edgewisemedia.com,630 9th Avenue,Suite 800,New York,NY,10036,(212) 812-2779,Yani Orozco,yorozco@edgewisemedia.com,,,Manhattan,1,630,9 AVENUE
POINT (-73.99239495444532 40.75479238845922),849,Stock Footage & Photography,Empress Media Inc.,,306 West 38th Street,4th Floor,New York,NY,10018,(212) 643-4898,Wendy Wang,empressmedia@cs.com,,,Manhattan,1,306,WEST 38 STREET
POINT (-73.98377101540551 40.74424342943434),850,Stock Footage & Photography,"Film Archives, Inc.",http://www.filmarchivesonline.com,432 Park Avenue South,,New York,NY,10016,(212) 307-6237,Mark Trost,info@filmarchivesonline.com,,,Manhattan,1,432,PARK AVENUE SOUTH
POINT (-74.00455631141709 40.719939681021046),851,Stock Footage & Photography,Framepool,http://www.framepool.com,32 Avenue of the Americas,25th Floor,New York,NY,10013,(212) 468-2556,Mona Kanin,mona.kanin@framepool.com,,,Manhattan,1,32,AVENUE OF THE AMERICAS
POINT (-74.00689435537227 40.72345560019592),852,Stock Footage & Photography,Getty Images,http://www.gettyimages.com/film,75 Varick Street,5th Floor,New York,NY,10013,(646) 613-4509,David Alberico,David.Alberico@gettyimages.com,,,Manhattan,1,75,VARICK STREET
POINT (-74.01184110899344 40.70573915776853),853,Stock Footage & Photography,Gotham Photo Company,http://www.gothamphotocompany.com,50 Broad Street,1920,New York,NY,10004,(212) 482-0319,"J. Porcheddu, D. Pollack",info@gothamphotocompany.com,,,Manhattan,1,50,BROAD STREET
POINT (-74.00624068982752 40.752093687187084),854,Stock Footage & Photography,Media Distributors,http://www.mediadistributors.com,645 West 27th Street,,New York,NY,10001,(212) 375-1800,Tom Evans,tome@mediadistributors.com,,,Manhattan,1,645,WEST 27 STREET
POINT (-73.9969497740913 40.76063066987353),855,Stock Footage & Photography,NY Film Flyers,http://www.nyfilmflyers.com,529 West 42nd Street,,New York,NY,10036,(212) 736-0883,Bill Richards,mrbig136@aol.com,,,Manhattan,1,529,WEST 42 STREET
POINT (-73.99152094559874 40.730605584865486),856,Stock Footage & Photography,Thought Equity,http://www.thoughtequity.com,770 Broadway,Suite 210,New York,NY,10003,(212) 489-6710 xt 230,Ross Dabrow,rdabrow@thoughtequity.com,,,Manhattan,1,770,BROADWAY
POINT (-73.99100279853415 40.69335912564558),857,Transcription & Translation Services,Legal Interpreting Services,http://www.lis-translations.com,26 Court Street,,Brooklyn,NY,11242,(718) 237-8919,Alex Shurchin,ashurchin@lis-translations.com,,,Brooklyn,3,26,COURT STREET
POINT (-73.98129999153771 40.76626414961076),858,Transcription & Translation Services,The Gotham Lab,http://www.gothamlab.com,225 West 57th Street,,New York,NY,10019,(347) 435-0104,Philip Kotur,pk@gothamlab.com,,yes,Manhattan,1,225,WEST 57 STREET
POINT (-73.99227246587698 40.752799694099394),859,Transcription & Translation Services,"Geneva Worldwide, Inc.",http://www.genevaworldwide.com,261 West 35th Street,Suite 700,New York,NY,10001,(212) 255-8400,Patricia L. Coates,pcoates@genevaworldwide.com,,yes,Manhattan,1,261,WEST 35 STREET
POINT (-73.98411965782354 40.75018036949541),860,Transcription & Translation Services,"iProbe Multilingual Solutions, Inc.",http://www.iprobesolutions.com,5 West 36th Street,Suite 402,New York,NY,10018,(212) 489-6035,Julie Setbon,setbon@iprobesolutions.com,,,Manhattan,1,5,WEST 36 STREET
POINT (-73.97227231125652 40.75213221274406),861,Transcription & Translation Services,Rennert Bilingual,http://www.rennert.com,216 East 45th Street,,New York,NY,10016,(212) 867-8700 x21,Peggy Marion,marketing@rennert.com,,,Manhattan,1,216,EAST 45 STREET
POINT (-73.95539925317347 40.7427565170482),862,Transcription & Translation Services,Soundwriters Inc.,http://www.soundwriters.com,5-30 50th Avenue,,Long Island City,NY,11101,(718) 786-0010,Emilio Mahomar,emilio@soundwriters.com,,,Queens,4,5月30日,50 AVENUE
POINT (-73.90187918069658 40.74169681771104),863,Transcription & Translation Services,"Nichibei Translations, LLC",http://www.nichibeitrans.net,6311 Queens Boulevard,Suite B24,Queens,NY,11377,(718) 426-7238,,,,,Queens,4,Nov-63,QUEENS BOULEVARD
POINT (-74.00721796652722 40.74676402621818),865,Travel & Transportation,Bermuda Limousine International Inc.,http://www.bermudalimo.com,537 West 20th Street,,New York,NY,10011,"(212) 647-8400, x117",Byard Bridge,billy@bermudalimo.com,,,Manhattan,1,537,WEST 20 STREET
POINT (-73.97052525657324 40.75531585889804),866,Travel & Transportation,Blue Star Jets,http://www.bluestarjets.com,805 3rd Avenue,16th Floor,New York,NY,10022,(877) 667-8111,Patricia Preiss,no email,,,Manhattan,1,805,3 AVENUE
POINT (-73.9995163372359 40.75490242787517),867,Travel & Transportation,Budget Truck Rental,http://www.budgettruck.com,510 West 35th Street,,New York,NY,10001,(212) 465-1911,Mark Smith,steven.seellger@avisbudget.com,,,Manhattan,1,510,WEST 35 STREET
POINT (-74.00478218423204 40.7506726745699),868,Travel & Transportation,Chelsea Rental Corp.,http://www.chelsearental.com,549 West 26th Street,,New York,NY,10001,(212) 564-9555,Kevin Quinn,no email,,,Manhattan,1,549,WEST 26 STREET
POINT (-74.00328143721514 40.75089956944845),869,Travel & Transportation,Edge Auto and Truck Rental,http://edgeautorental.com,521 West 27th Street,,New York,NY,10001,(212) 947-3343,William Harris,william@edgeautorental.com,,,Manhattan,1,521,WEST 27 STREET
POINT (-73.9557004617717 40.76736602523024),870,Travel & Transportation,Jetworks International,http://www.jetworksinternational.com,402 East 72nd Street,Suite 5A,New York,NY,10021,(212) 300-4247,Bryan Higgins,bhiggins@jetworksinternational.com,,,Manhattan,1,402,EAST 72 STREET
POINT (-73.97452569693439 40.75224818688389),871,Travel & Transportation,"Luxury Air Jets, Inc.",http://www.luxuryairjets.com,144 East 44th Street,2nd Floor,New York,NY,10017,(212) 204-5701,Tom Chuong,seo@luxuryairjets.com,,yes,Manhattan,1,144,EAST 44 STREET
POINT (-74.0037273044294 40.7329031962789),872,Travel & Transportation,NYC Green Car,http://www.nycgreencar.com,315 Bleecker Street,,New York,NY,10014,(800) 809-2073,Todd Smith,toddsmith@nycgreencar.com,,,Manhattan,1,315,BLEECKER STREET
POINT (-73.94486563351239 40.829523950096835),873,Travel & Transportation,Ready to Roll Transportation,http://www.readytoroll.com,1850 Amsterdam Avenue,,New York,NY,10031,(646) 308-0165,Nick Vrettos,nick@readytoroll.com,,,Manhattan,1,1850,AMSTERDAM AVENUE
POINT (-73.97963260155781 40.76479817476496),875,Travel & Transportation,Hertz,http://www.hertz.com,152 West 57th Street,,New York,NY,10019,(800) 654-3131,Anthony Ciminera/Vicky Cao,no email,,,Manhattan,1,152,WEST 57 STREET
POINT (-73.98536065106676 40.719883945499234),876,Travel & Transportation,Travel Advocates,http://www.traveladvocates.com,151 Stanton Street,"* c/o Kevin Wyler, Apt. C",New York,NY,10007,(877) 826-6548,Robert Miller,robert@traveladvocates.com,,,Manhattan,1,151,STANTON STREET
POINT (-73.97543758228525 40.78503705243006),877,Travel & Transportation,Dollar Rent A Car,http://www.dollar.com,146 West 83rd Street,,new york,NY,10024,(516) 782-4453,Keith Adams,Keith.Adams@dtag.com,,yes,Manhattan,1,146,WEST 83 STREET
POINT (-73.67852226779031 40.68460199537206),879,Travel & Transportation,AA Executive Town Car & Limousine,http://www.exectownlimo.com,836 Hewlett Street,,Franklin Square,NY,11010,(516) 538-8551,Loraine R. Baldi,exectown@aol.com,,,New York State,6,836,HEWLETT STREET
POINT (-72.9972654273801 40.842909518011844),880,Travel & Transportation,Dons Location Vans,http://www.donslocationvans.com,3308 Route 112,,Medford,NY,11763,(631) 698-7770,"Anne Denison, Don Denison",admiral3308@aol.com,,,New York State,6,3308,ROUTE 112
POINT (-73.35786062062951 40.70387309842705),882,Travel & Transportation,New York Truck Escort and Permits,http://www.newyorktruckescorts.com,792 Frankford Road,,West Babylon,NY,11704,(631) 669-3742,Maureen Mandich,rmrnsman@optonline.net,,,New York State,6,792,FRANKFORD ROAD
POINT (-73.82851534144571 40.78325151873231),883,Travel & Transportation,Enterprise Rent-A-Car,http://www.enterprise.com,1802 Petracca Place,Floor 2,Whitestone,NY,11357,(718) 445-1600 Ext. 218,Tara Traver,tara.e.traver@erac.com,,,Queens,4,2月18日,PETRACCA PLACE
POINT (-73.80168679270551 40.69927652251865),885,Travel & Transportation,Royal Buses,http://www.royalbuses.com,9540 Tuckerton Street,,Jamaica,NY,11433,(800) 336-3666,Oren Levy,royalbuses@aol.com,,yes,Queens,4,95-40,TUCKERTON STREET
POINT (-73.93126156833763 40.75543086946829),886,Travel & Transportation,New Haven Moving Equipment Co.,http://www.newhaven-usa.com,30-01 37th Avenue,,Long Island City,NY,11101,(718) 937-7888,Neil Andreoli,no email,,,Queens,4,1月30日,37 AVENUE
POINT (-73.93611362201632 40.735624801017785),887,Travel & Transportation,"Skyline Credit Ride, Inc.",http://www.skylineride.com,52-29 35th Street,,Long Island City,NY,11101,(718) 482-8585,Ed Goldsmith,egoldsmith@skylineride.com,,,Queens,4,52-29,35 STREET
POINT (-73.95039616751404 40.739702307350804),888,Travel & Transportation,SuperShuttle,http://www.supershuttle.com,52-15 11th Street,,Long Island City,NY,11101,(212) 209-7000,Paula Schwartz,pschwartz@supershuttle.com,,,Queens,4,52-15,11 STREET
POINT (-73.98532553603721 40.74829214311848),889,Travel & Transportation,Imperial Jets,http://www.imperialjets.com,350 5th Avenue,,New York,NY,10118,(212) 710-2240,Neal Rodriguez,nealr@imperialjets.com,,,Manhattan,1,350,5 AVENUE
POINT (-73.81661101465986 40.754031835628595),890,Travel & Transportation,CSL Transportation,http://www.imousine-rental.net,45-24 Burling Street,,Queens,NY,11355,(646) 812-8948,Rick Goondall,csltransportation@hotmail.com,,yes,Queens,4,45-24,BURLING STREET
POINT (-73.6448601865076 40.657477739154615),891,Travel & Transportation,Royal Exclusive Limousines,,265 Sunrise Hwy,,Rockville Center,NY,11570,(718) 781-8669,Daniel Asemota,danotaent@aol.com,,,Long Island,4,265,SUNRISE HIGHWAY
POINT (-73.9992465674448 40.67208199969104),892,Travel & Transportation,Apex Car and Limousine,http://www.apexlimo.com,400 Hamilton Avenue,,Brooklyn,NY,11231,(718) 522-1313,Alex Mulerman,alex@apexlimo.com,,,Brooklyn,3,400,HAMILTON AVENUE
POINT (-73.95809048900144 40.72124688321657),893,Vehicles & Picture Cars,Superior Location Van Service Ltd.,http://www.superiorlocationvans.com,83 Wythe Avenue,,Brooklyn,NY,11211,(718) 782-2494,Jaime Rojas,superiorvans@mac.com,,yes,Brooklyn,3,83,WYTHE AVENUE
POINT (-74.0078337299742 40.735090559289205),894,Vehicles & Picture Cars,Cooper Film Cars,http://www.cooperclassiccars.com,137 Perry Street,,New York,NY,10014,(212) 929-3909,Jeff Monheit,info@cooperclassiccars.com,,,Manhattan,1,137,PERRY STREET
POINT (-73.98326511932288 40.74685635894255),895,Vehicles & Picture Cars,Creative Film Cars,http://www.creativefilmcars.com,167 Madison Avenue,Suite 604,New York,NY,10016,(212) 864-4060,John Ficarra,info@creativefilmcars.com,,,Manhattan,1,167,MADISON AVENUE
POINT (-73.46939245220439 40.68432175916988),896,Vehicles & Picture Cars,Angel Aerial Corporation,http://www.angelaerial.com,126 Pittsburgh Avenue,,Massapequa,NY,11758,(212) 460-8899,Jim Miller,angelwtc01@aol.com,,yes,New York State,6,126,PITTSBURGH AVENUE
POINT (-73.95044436513218 40.752528543103125),897,Vehicles & Picture Cars,Taxi Depot Inc.,http://www.taxidepot.com,43-09 Vernon Boulevard,,Long Island City,NY,11101,(718) 784-4737,Al Galleo,agallego@taxidepot.com,,yes,Queens,4,Sep-43,VERNON BOULEVARD
POINT (-73.73190800761667 40.720316573691356),898,Vehicles & Picture Cars,New York Motorcycle,http://www.newyorkmotorcycle.com,222-02 Jamaica Avenue,,Queens Village,NY,11428,(718) 479-7777,James Reda,jreda@newyorkmc.com,,yes,Queens,4,222-02,JAMAICA AVENUE
POINT (-73.9601758836089 40.70883581340955),899,Wardrobe,Bencraft Hatters,http://www.bencrafthats.com,236 Broadway,,Brooklyn,NY,11211,(718) 384-8956,Steven Goldstein,besdor@mindspring.com,,yes,Brooklyn,3,236,BROADWAY
POINT (-73.95749072075311 40.71135454518956),900,Wardrobe,BoysItalianSuits.com,http://www.boysitaliansuits.com,157 Havemeyer Street,,Brooklyn,NY,11211,(718) 782-0108,Charles Borlam,charles@boysitaliansuits.com,,yes,Brooklyn,3,157,HAVEMEYER STREET
POINT (-73.963358451112 40.67668017445231),901,Wardrobe,DivaDesires.com,http://www.DivaDesires.com,687A Washington Avenue,,Brooklyn,NY,11238,(347) 627-9647,Barbara M. Leach-Lugo,divadesires@msn.com,,,Brooklyn,3,687A,WASHINGTON AVENUE
POINT (-73.95774507532856 40.725492897178185),903,Wardrobe,Pops Popular Clothing Inc.,,7 Franklin Street,,Brooklyn,NY,11222,(718) 349-7677,Steve,no email,,,Brooklyn,3,7,FRANKLIN STREET
POINT (-73.99941269458142 40.637961625335045),904,Wardrobe,United Uniforms,http://www.uniteduniformsonline.com,5015 10th Avenue,,Brooklyn,NY,11219,(718) 436-1781,Louis Halpert,uniteduniforms@optonline.net,,yes,Brooklyn,3,5015,10 AVENUE
POINT (-73.98400765474405 40.72060563727699),905,Wardrobe,20 Peacocks,http://www.20peacocks.com,20 Clinton Street,,New York,NY,10002,(212) 387-8660,Adriane Birt,info@20peacocks.com,,yes,Manhattan,1,20,CLINTON STREET
POINT (-73.97610218273556 40.75439217220742),906,Wardrobe,45th Street Park Avenue Shoe Repair & Shine,,230 Park Avenue,,New York,NY,10169,(212) 661-0391,Vadim Khaimov,VadimKhaimov@yahoo.com,,yes,Manhattan,1,230,PARK AVENUE
POINT (-73.99466890170534 40.75462783084103),907,Wardrobe,"All Racks Industries, Inc.",http://www.allracks.net,361 West 36th Street,,New York,NY,10018,(212) 244-1069,Joseph Desimone,racknmore@comcast.net,,,Manhattan,1,361,WEST 36 STREET
POINT (-73.98246861023782 40.756476578459306),908,Wardrobe,Baldwin Formalwear,http://www.nyctuxedos.com,1156 6th Avenue,,New York,NY,10036,(212) 245-8190,"Michelle Farber, Marshal Dutko",info@nyctuxedos.com,,,Manhattan,1,1156,6 AVENUE
POINT (-73.99027083897201 40.71754044015683),910,Wardrobe,By Robert James,http://www.byrobertjames.com,72 Orchard Street,,New York,NY,10002,(212) 253-2121,Michelle Lindsay,info@byrobertjames.com; ml@byrobertjames.com,,yes,Manhattan,1,72,ORCHARD STREET
POINT (-73.99107037389439 40.75423510918375),911,Wardrobe,carmengee.com,http://www.carmengee.com,262 West 38th Street,#206,New York,NY,10018,(646) 414-2997,Carmen Gee,carmengeeny@aol.com,,,Manhattan,1,262,WEST 38 STREET
POINT (-73.96817433877104 40.75775805654208),912,Wardrobe,"Zohreh Uomo, Inc.",,220 East 54th Street,,New York,NY,10022,(212) 308-2090,Sean,zohreh.nyc@verizon.net,,,Manhattan,1,220,EAST 54 STREET
POINT (-73.9955517785929 40.721962572208255),914,Wardrobe,Borrow My Eye,http://www.indaderector.com,211 Mott Street,,New York,NY,10012,(212) 680-3023,,,,yes,Manhattan,1,211,MOTT STREET
POINT (-73.96741115517665 40.760952725848725),915,Wardrobe,Boyds of Madison Avenue Department Store,http://www.boydsnyc.com,968 Third Avenue,,New York,NY,10022,(212) 838-6558,,,,,Manhattan,1,968,THIRD AVENUE
POINT (-73.95591013691894 40.737383164437254),971,"Music, Audio & Sound","Moore PA Hire, Incorporated",http://www.moorepahire.com,19-21 Box Street,,Brooklyn,NY,11222,(718) 389-8727,Cathal Moore,moorepahire@earthlink.net,,,Brooklyn,3,19,BOX STREET
POINT (-73.98445501468437 40.75144574416307),917,Wardrobe,Eskay Novelty Corp.,http://www.eskaynovelty.com,34 West 38th Street,3rd Floor,New York,NY,10018,(212) 391-4110,George Schwarcz,sales@eskaynovelty.com,,,Manhattan,1,34,WEST 38 STREET
POINT (-73.9983618614618 40.73293618308253),918,Wardrobe,Fashion Shoppe Experess Inc.,,42 West 8th Street,,New York,NY,10011,(212) 260-6990,Chatlam Barry,no email,,,Manhattan,1,42,WEST 8 STREET
POINT (-73.97885631623409 40.75387944337753),919,Wardrobe,Fila,http://www.fila.com,340 Madison Avenue,,New York,NY,10017,(646) 502-2100,Ana Gallegos,agallegos@fila.com,,yes,Manhattan,1,340,MADISON AVENUE
POINT (-73.94658231162066 40.62663245534894),920,Wardrobe,Finesse Creations,,3004 Avenue J,,Brooklyn,NY,11210,(718) 692-2100,Esther Machus,finesseny@aol.com,,yes,Brooklyn,3,3004,AVENUE J
POINT (-73.9914686633421 40.71623402966397),921,Wardrobe,Girls Love Shoes,http://www.glsnewyork.com,85 Hester Street,,New York,NY,10002,(917) 250-3268,Zia Ziprin,ziaziprin@hotmail.com,,yes,Manhattan,1,85,HESTER STREET
POINT (-73.9869319443715 40.746390225458676),923,Wardrobe,J. Levine Judaica,http://www.levinejudaica.com,5 West 30th Street,,New York,NY,10001,(212) 695-6888,Danny Levine,dlevineny@aol.com,,yes,Manhattan,1,5,WEST 30 STREET
POINT (-73.99396111093614 40.7489350654598),924,Wardrobe,Kaufman Furs,http://kaufmanfurs.com,232 West 30th Street,,New York,NY,10001,(212) 564-0050,Marc Kaufman,kaufmanfurs@aol.com,,yes,Manhattan,1,232,WEST 30 STREET
POINT (-73.99674232637929 40.72142189498187),927,Wardrobe,Malia Mills Swimwear,http://www.maliamills.com,199 Mulberry Street,,New York,NY,10012,(212) 625-2311,Carol Mills,carol@maliamills.com,,,Manhattan,1,199,MULBERRY STREET
POINT (-73.99978709494192 40.73889505328953),928,Wardrobe,Mask Arts Company,http://www.maskarts.com,203 West 14th Street,Studio 5F,New York,NY,10011,(212) 243-4039,Stanley Allan Sherman,stanley@maskarts.com,,yes,Manhattan,1,203,WEST 14 STREET
POINT (-73.99454305056409 40.74878700376218),930,Wardrobe,RRRentals,http://www.rrrentalsny.com,245 West 29th Street,11th Floor,New York,NY,10001,(212) 242-6120,Renate Lindlar,info@rrrentalsny.com,,,Manhattan,1,245,WEST 29 STREET
POINT (-73.98693894164408 40.74751557362882),931,Wardrobe,Saint Laurie Merchant Tailors,http://www.saintlaurie.com,22 West 32nd Street,5th Floor,New York,NY,10001,(212) 643-1916,Andrew Kozinn,tailor@saintlaurie.com,,yes,Manhattan,1,22,WEST 32 STREET
POINT (-73.99366443352436 40.72774294254106),932,Wardrobe,Screaming Mimis,http://www.screamingmimis.com,382 Lafayette Street,,New York,NY,10003,(212) 677-6464,Laura Wills,sales@screamingmimis.com,,yes,Manhattan,1,382,LAFAYETTE STREET
